hodnota,rok,orp,okres,kraj,typHodnoty,pohlavi,vekovaSkupina
2398.33,2007,,CZ0715,,1,0,1
2389.2,2013,,CZ0715,,1,0,1
394.4,2010,,CZ0722,,1,0,1
343.2,2011,,CZ0723,,1,0,1
3145.6,2011,,CZ0724,,1,0,1
1494.4,2013,,CZ0714,,1,0,1
1502.99,2007,,CZ0713,,1,0,1
590.7,2011,,CZ0712,,1,0,1
0,2015,,CZ0712,,1,0,1
510.36,2007,,CZ0646,,1,0,1
1108.9,2011,,CZ0645,,1,0,1
598.4,2012,,CZ0646,,1,0,1
144.2,2012,,CZ0643,,1,0,1
595.94,2007,,CZ0806,,1,0,1
1099.4573158005,2016,,CZ0100,,1,0,1
1935.9785317232,2016,,CZ0201,,1,0,1
1906.0541448601,2016,,CZ0202,,1,0,1
553.97514597994,2016,,CZ0203,,1,0,1
540.87277197296,2016,,CZ0204,,1,0,1
1272.2646310433,2016,,CZ0205,,1,0,1
359.4249201278,2016,,CZ0206,,1,0,1
24.588148512417,2016,,CZ0207,,1,0,1
1139.6687837597,2016,,CZ0208,,1,0,1
34.377059042599,2016,,CZ0209,,1,0,1
0,2016,,CZ020A,,1,0,1
594.79124559681,2016,,CZ020B,,1,0,1
368.17102137767,2016,,CZ020C,,1,0,1
399.85578971518,2016,,CZ0311,,1,0,1
1567.3355295997,2016,,CZ0312,,1,0,1
81.47544626324,2016,,CZ0313,,1,0,1
228.54966193696,2016,,CZ0314,,1,0,1
1468.7100893997,2016,,CZ0315,,1,0,1
695.86194099091,2016,,CZ0316,,1,0,1
272.62105673114,2016,,CZ0317,,1,0,1
364.16605972323,2016,,CZ0321,,1,0,1
6446.0204885737,2016,,CZ0322,,1,0,1
3023.8592950335,2016,,CZ0323,,1,0,1
255.5910543131,2016,,CZ0324,,1,0,1
0,2016,,CZ0325,,1,0,1
2547.5923852184,2016,,CZ0326,,1,0,1
333.82789317507,2016,,CZ0327,,1,0,1
2667.7958924412,2016,,CZ0411,,1,0,1
295.30524920147,2016,,CZ0412,,1,0,1
1275.7533543515,2016,,CZ0413,,1,0,1
440.19501112321,2016,,CZ0421,,1,0,1
271.37736815156,2016,,CZ0422,,1,0,1
253.0978117585,2016,,CZ0423,,1,0,1
1252.0807700659,2016,,CZ0424,,1,0,1
604.40187022465,2016,,CZ0425,,1,0,1
419.853051432,2016,,CZ0426,,1,0,1
1633.0500665506,2016,,CZ0427,,1,0,1
2553.4514355528,2016,,CZ0511,,1,0,1
388.36322553312,2016,,CZ0512,,1,0,1
3500.3188549564,2016,,CZ0513,,1,0,1
467.33171564663,2016,,CZ0514,,1,0,1
1337.7790428171,2016,,CZ0521,,1,0,1
1791.4904205026,2016,,CZ0522,,1,0,1
511.07325383305,2016,,CZ0523,,1,0,1
2050.4092714158,2016,,CZ0524,,1,0,1
922.09679222086,2016,,CZ0525,,1,0,1
392.42990062662,2016,,CZ0531,,1,0,1
780.06088280061,2016,,CZ0532,,1,0,1
1098.0098571339,2016,,CZ0533,,1,0,1
731.70731707317,2016,,CZ0534,,1,0,1
379.10699241786,2016,,CZ0631,,1,0,1
7655.7962921599,2016,,CZ0632,,1,0,1
583.48730915103,2016,,CZ0633,,1,0,1
67.191985828599,2016,,CZ0634,,1,0,1
636.87273525859,2016,,CZ0635,,1,0,1
554.57227138643,2016,,CZ0641,,1,0,1
2620.7908916776,2016,,CZ0642,,1,0,1
122.99794112142,2016,,CZ0643,,1,0,1
647.55401189145,2016,,CZ0644,,1,0,1
700.04144982269,2016,,CZ0645,,1,0,1
388.4303253104,2016,,CZ0646,,1,0,1
162.04641472307,2016,,CZ0647,,1,0,1
438.03613798138,2016,,CZ0711,,1,0,1
1083.5997182641,2016,,CZ0712,,1,0,1
431.96544276458,2016,,CZ0713,,1,0,1
2044.4537638918,2016,,CZ0714,,1,0,1
17776.309268132,2016,,CZ0715,,1,0,1
929.7520661157,2016,,CZ0721,,1,0,1
97.167565466647,2016,,CZ0722,,1,0,1
198.98195279963,2016,,CZ0723,,1,0,1
741.97081581458,2016,,CZ0724,,1,0,1
332.69259204495,2016,,CZ0801,,1,0,1
458.44921910816,2016,,CZ0802,,1,0,1
271.74674324135,2016,,CZ0803,,1,0,1
42.29939511865,2016,,CZ0804,,1,0,1
135.81470469478,2016,,CZ0805,,1,0,1
728.13002023742,2016,,CZ0806,,1,0,1
1396.8667747786,2017,1000,,,1,0,1
138.8613370363,2017,2101,,,1,0,1
0,2017,2102,,,1,0,1
22.506301764494,2017,2103,,,1,0,1
4649.9873641648,2017,2104,,,1,0,1
0,2017,2105,,,1,0,1
1314.791403287,2017,2106,,,1,0,1
1088.6469673406,2017,2107,,,1,0,1
4851.635260992,2017,2108,,,1,0,1
550.68226120858,2017,2109,,,1,0,1
425.75838211815,2017,2110,,,1,0,1
0,2017,2111,,,1,0,1
0,2017,2112,,,1,0,1
518.13471502591,2017,2113,,,1,0,1
1144.1963054866,2017,2114,,,1,0,1
56.360254748351,2017,2115,,,1,0,1
0,2017,2116,,,1,0,1
0,2017,2117,,,1,0,1
492.83844139843,2017,2118,,,1,0,1
0,2017,2119,,,1,0,1
2345.9851230212,2017,2120,,,1,0,1
585.61724057156,2017,2121,,,1,0,1
0,2017,2122,,,1,0,1
596.92114357524,2017,2123,,,1,0,1
406.38169777243,2017,2124,,,1,0,1
605.74137476955,2017,2125,,,1,0,1
0,2017,2126,,,1,0,1
0,2017,3101,,,1,0,1
374.76335818877,2017,3102,,,1,0,1
87.032201914708,2017,3103,,,1,0,1
0,2017,3104,,,1,0,1
70.363073459049,2017,3105,,,1,0,1
0,2017,3106,,,1,0,1
803.21285140562,2017,3107,,,1,0,1
12.321340561853,2017,3108,,,1,0,1
5589.704187476,2017,3109,,,1,0,1
864.1975308642,2017,3110,,,1,0,1
671.51650811416,2017,3111,,,1,0,1
754.44146994403,2017,3112,,,1,0,1
0,2017,3113,,,1,0,1
0,2017,3114,,,1,0,1
924.64170134073,2017,3115,,,1,0,1
0,2017,3116,,,1,0,1
833.79655364091,2017,3117,,,1,0,1
0,2017,3201,,,1,0,1
493.78783051927,2017,3202,,,1,0,1
184.95684340321,2017,3203,,,1,0,1
0,2017,3204,,,1,0,1
276.97177525719,2017,3205,,,1,0,1
0,2017,3206,,,1,0,1
0,2017,3207,,,1,0,1
322.09576980889,2017,3208,,,1,0,1
1589.8812888638,2017,3209,,,1,0,1
0,2017,3210,,,1,0,1
342.70047978067,2017,3211,,,1,0,1
271.14967462039,2017,3212,,,1,0,1
277.55749405234,2017,3213,,,1,0,1
85.592011412268,2017,3214,,,1,0,1
493.47902714135,2017,3215,,,1,0,1
0,2017,4101,,,1,0,1
1436.7450731087,2017,4102,,,1,0,1
1239.6020225086,2017,4103,,,1,0,1
49.776007964161,2017,4104,,,1,0,1
18978.318978319,2017,4105,,,1,0,1
69.718800836626,2017,4106,,,1,0,1
506.04683077451,2017,4107,,,1,0,1
0,2017,4201,,,1,0,1
95.518586324922,2017,4202,,,1,0,1
238.81056929358,2017,4203,,,1,0,1
361.17381489842,2017,4204,,,1,0,1
241.54589371981,2017,4205,,,1,0,1
442.93015332198,2017,4206,,,1,0,1
774.4156030403,2017,4207,,,1,0,1
165.05541145956,2017,4208,,,1,0,1
8.4954549316116,2017,4209,,,1,0,1
0,2017,4210,,,1,0,1
36.784991723377,2017,4211,,,1,0,1
0,2017,4212,,,1,0,1
676.40368729798,2017,4213,,,1,0,1
1483.8610983632,2017,4214,,,1,0,1
0,2017,4215,,,1,0,1
156.49452269171,2017,4216,,,1,0,1
262.63430163152,2017,5101,,,1,0,1
453.40050377834,2017,5102,,,1,0,1
730.32483104426,2017,5103,,,1,0,1
59.630292188432,2017,5104,,,1,0,1
4047.9001517963,2017,5105,,,1,0,1
0,2017,5106,,,1,0,1
0,2017,5107,,,1,0,1
0,2017,5108,,,1,0,1
446.42857142857,2017,5109,,,1,0,1
0,2017,5110,,,1,0,1
285.36485935589,2017,5201,,,1,0,1
0,2017,5202,,,1,0,1
1282.6961770624,2017,5203,,,1,0,1
1407.4595355384,2017,5204,,,1,0,1
1437.5,2017,5205,,,1,0,1
0,2017,5206,,,1,0,1
1376.1467889908,2017,5207,,,1,0,1
1427.4591227615,2017,5208,,,1,0,1
140.22219825262,2017,5209,,,1,0,1
359.52747817155,2017,5210,,,1,0,1
0,2017,5211,,,1,0,1
27836.670592854,2017,5212,,,1,0,1
636.94267515924,2017,5213,,,1,0,1
239.83315954119,2017,5214,,,1,0,1
613.21826027708,2017,5215,,,1,0,1
1009.7367472052,2017,5301,,,1,0,1
650.82980800521,2017,5302,,,1,0,1
0,2017,5303,,,1,0,1
194.11444987965,2017,5304,,,1,0,1
0,2017,5305,,,1,0,1
0,2017,5306,,,1,0,1
422.23786066151,2017,5307,,,1,0,1
1688.3116883117,2017,5308,,,1,0,1
1594.7373666899,2017,5309,,,1,0,1
0,2017,5310,,,1,0,1
0,2017,5311,,,1,0,1
1442.0188263569,2017,5312,,,1,0,1
0,2017,5313,,,1,0,1
76.863950807071,2017,5314,,,1,0,1
379.74683544304,2017,5315,,,1,0,1
174.21602787456,2017,6101,,,1,0,1
841.04289318755,2017,6102,,,1,0,1
0,2017,6103,,,1,0,1
0,2017,6104,,,1,0,1
6538.8882041168,2017,6105,,,1,0,1
0,2017,6106,,,1,0,1
0,2017,6107,,,1,0,1
331.89512114172,2017,6108,,,1,0,1
0,2017,6109,,,1,0,1
184.95684340321,2017,6110,,,1,0,1
256.78650036684,2017,6111,,,1,0,1
0,2017,6112,,,1,0,1
124.1134751773,2017,6113,,,1,0,1
630.10899182561,2017,6114,,,1,0,1
0,2017,6115,,,1,0,1
667.0311645708,2017,6201,,,1,0,1
518.19864281308,2017,6202,,,1,0,1
78.998648245352,2017,6203,,,1,0,1
3666.361136572,2017,6204,,,1,0,1
0,2017,6205,,,1,0,1
1268.8891452301,2017,6206,,,1,0,1
363.17414200109,2017,6207,,,1,0,1
324.67532467532,2017,6208,,,1,0,1
23.584905660377,2017,6209,,,1,0,1
0,2017,6210,,,1,0,1
494.72295514512,2017,6211,,,1,0,1
0,2017,6212,,,1,0,1
0,2017,6213,,,1,0,1
0,2017,6214,,,1,0,1
23.849272597186,2017,6215,,,1,0,1
0,2017,6216,,,1,0,1
18.80052641474,2017,6217,,,1,0,1
0,2017,6218,,,1,0,1
542.0721941604,2017,6219,,,1,0,1
272.28932486211,2017,6220,,,1,0,1
0,2017,6221,,,1,0,1
76.731248801074,2017,7101,,,1,0,1
660.67168287759,2017,7102,,,1,0,1
0,2017,7103,,,1,0,1
561.55507559395,2017,7104,,,1,0,1
1015.0891632373,2017,7105,,,1,0,1
0,2017,7106,,,1,0,1
947.99160671463,2017,7107,,,1,0,1
377.82554882418,2017,7108,,,1,0,1
2545.8597634151,2017,7109,,,1,0,1
521.10474205315,2017,7110,,,1,0,1
5325.3310469658,2017,7111,,,1,0,1
941.1050394657,2017,7112,,,1,0,1
4868.5491723466,2017,7113,,,1,0,1
187.7053026748,2017,7201,,,1,0,1
0,2017,7202,,,1,0,1
617.88936837976,2017,7203,,,1,0,1
0,2017,7204,,,1,0,1
9441.1942707283,2017,7205,,,1,0,1
94.858660595712,2017,7206,,,1,0,1
52.671181339353,2017,7207,,,1,0,1
509.17861449819,2017,7208,,,1,0,1
2395.3823953824,2017,7209,,,1,0,1
231.44576454251,2017,7210,,,1,0,1
0,2017,7211,,,1,0,1
91.083898390851,2017,7212,,,1,0,1
53.565450284566,2017,7213,,,1,0,1
0,2017,8101,,,1,0,1
81.732733959951,2017,8102,,,1,0,1
182.51505749224,2017,8103,,,1,0,1
0,2017,8104,,,1,0,1
0,2017,8105,,,1,0,1
747.99953612432,2017,8106,,,1,0,1
363.63636363636,2017,8107,,,1,0,1
887.23987739958,2017,8108,,,1,0,1
32.066698733365,2017,8109,,,1,0,1
0,2017,8110,,,1,0,1
79.024610521562,2017,8111,,,1,0,1
15.780337699227,2017,8112,,,1,0,1
0,2017,8113,,,1,0,1
34.246575342466,2017,8114,,,1,0,1
38.13397737384,2017,8115,,,1,0,1
0,2017,8116,,,1,0,1
38.299502106473,2017,8117,,,1,0,1
91.491308325709,2017,8118,,,1,0,1
586.83255572836,2017,8119,,,1,0,1
0,2017,8120,,,1,0,1
180.87543711564,2017,8121,,,1,0,1
0,2017,8122,,,1,0,1
795.9,2013,,CZ0533,,1,0,1
0,2015,,CZ0532,,1,0,1
690.5,2013,,CZ0532,,1,0,1
1401.5,2012,,CZ0532,,1,0,1
2955.06,2007,,CZ0632,,1,0,1
736.6,2012,,CZ0631,,1,0,1
1394.7,2011,,CZ0523,,1,0,1
0,2015,,CZ0523,,1,0,1
1007,2013,,CZ0525,,1,0,1
975.3,2013,,CZ0524,,1,0,1
752.5,2009,,CZ0525,,1,0,1
3196.5,2011,,CZ0531,,1,0,1
0,2015,,CZ0512,,1,0,1
621.3,2010,,CZ0512,,1,0,1
2437.5,2011,,CZ0511,,1,0,1
826.2,2009,,CZ0427,,1,0,1
3371,2008,,CZ0514,,1,0,1
1314.7,2013,,CZ0514,,1,0,1
1727.4,2011,,CZ0521,,1,0,1
3658.1,2012,,CZ0513,,1,0,1
2960.5,2008,,CZ0426,,1,0,1
824.7,2012,,CZ0422,,1,0,1
544.63,2007,,CZ0422,,1,0,1
155.6,2011,,CZ0423,,1,0,1
0,2015,,CZ0423,,1,0,1
2036,2013,,CZ0424,,1,0,1
1216.2,2010,,CZ0413,,1,0,1
0,2015,,CZ0413,,1,0,1
780.5,2009,,CZ0327,,1,0,1
1526.6,2011,,CZ0321,,1,0,1
0,2015,,CZ0321,,1,0,1
0,2015,,CZ0322,,1,0,1
472.5,2011,,CZ0322,,1,0,1
1978,2011,,CZ0326,,1,0,1
0,2015,,CZ0326,,1,0,1
126.2,2008,,CZ0325,,1,0,1
173.64,2007,,CZ0325,,1,0,1
219.5,2012,,CZ0324,,1,0,1
177.89,2007,,CZ0315,,1,0,1
741.8,2011,,CZ0316,,1,0,1
1706.7,2008,,CZ0314,,1,0,1
488.15,2007,,CZ0314,,1,0,1
3059.5,2013,,CZ0315,,1,0,1
569.5,2011,,CZ0313,,1,0,1
0,2015,,CZ0313,,1,0,1
177.5,2013,,CZ0314,,1,0,1
52.2,2011,,CZ020A,,1,0,1
1439.8,2010,,CZ0311,,1,0,1
1103.7,2007,,CZ0311,,1,0,1
417.6,2009,,CZ020C,,1,0,1
127.1,2009,,CZ0207,,1,0,1
396.9,2008,,CZ0209,,1,0,1
373.1,2009,,CZ0206,,1,0,1
472,2008,,CZ0206,,1,0,1
12.2,2013,,CZ0206,,1,0,1
737.08,2007,,CZ0205,,1,0,1
1192.2,2008,,CZ0204,,1,0,1
936.1,2012,,CZ0204,,1,0,1
749.6,2011,,CZ0203,,1,0,1
786.9,2012,,CZ0203,,1,0,1
692.6,2011,,CZ0202,,1,0,1
605,2012,,CZ0201,,1,0,1
0,2015,,CZ0202,,1,0,1
1210.3,2013,,CZ0202,,1,0,1
1239.6,2003,,,CZ080,1,0,1
1185.5,2001,,,CZ080,1,0,1
453,2012,,,CZ080,1,0,1
1934.1,2005,,,CZ010,1,0,1
0,1996,,,CZ080,1,0,1
0,2014,,,CZ010,1,0,1
835.9,2012,,,CZ071,1,0,1
0,2015,,,CZ064,1,0,1
0,1999,,,CZ063,1,0,1
1321,2012,,,CZ063,1,0,1
0,1996,,,CZ053,1,0,1
0,1995,,,CZ053,1,0,1
0,1998,,,CZ042,1,0,1
2756.1,2007,,,CZ051,1,0,1
0,1995,,,CZ051,1,0,1
0,1997,,,CZ052,1,0,1
0,2000,,,CZ041,1,0,1
1384.1,2002,,,CZ041,1,0,1
0,1999,,,CZ032,1,0,1
1151.5,2009,,,CZ032,1,0,1
1001.2,2006,,,CZ031,1,0,1
0,2014,,,CZ031,1,0,1
0,2015,,,CZ032,1,0,1
1347.6,2004,,,CZ031,1,0,1
441.7,2012,,,CZ020,1,0,1
513.5,2013,,,CZ020,1,0,1
714.8,2010,,,CZ020,1,0,1
1011.3,2007,,,CZ020,1,0,1
354.2,2009,,CZ0722,,1,0,1
958.91,2007,,CZ0721,,1,0,1
930,2009,,CZ0801,,1,0,1
418.6,2013,,CZ0801,,1,0,1
0,2015,,CZ0802,,1,0,1
404.7,2011,,CZ0802,,1,0,1
496.9,2010,,CZ0711,,1,0,1
1668.6,2008,,CZ0712,,1,0,1
246.4,2012,,CZ0713,,1,0,1
1959.04,2007,,CZ0712,,1,0,1
776.2,2012,,CZ0721,,1,0,1
89.7,2010,,CZ0643,,1,0,1
0,2015,,CZ0643,,1,0,1
1316.7,2010,,CZ0645,,1,0,1
1402.45,2007,,CZ0644,,1,0,1
728.3,2013,,CZ0644,,1,0,1
5883.4,2008,,CZ0642,,1,0,1
2063.6,2013,,CZ0642,,1,0,1
667.5,2009,,CZ0635,,1,0,1
2151.5,2009,,CZ0641,,1,0,1
1037,2008,,CZ0633,,1,0,1
1296.4,2013,,CZ0633,,1,0,1
115.1,2009,,CZ0634,,1,0,1
0,2015,,CZ0804,,1,0,1
670.9,2012,,CZ0806,,1,0,1
1800,2009,,CZ0805,,1,0,1
695.9,2013,,CZ0805,,1,0,1
1219,2010,,CZ0100,,1,0,1
1062.9,2009,,CZ0100,,1,0,1
1099.4573158005,2016,,,CZ010,1,0,1
602.85438445509,2016,,,CZ020,1,0,1
554.06721870434,2016,,,CZ031,1,0,1
2211.6776580344,2016,,,CZ032,1,0,1
1353.5731177226,2016,,,CZ041,1,0,1
671.17179239645,2016,,,CZ042,1,0,1
2164.9853330471,2016,,,CZ051,1,0,1
1251.4003766119,2016,,,CZ052,1,0,1
754.02690448158,2016,,,CZ053,1,0,1
2092.9628667878,2016,,,CZ063,1,0,1
1079.6983488921,2016,,,CZ064,1,0,1
4272.2439145967,2016,,,CZ071,1,0,1
484.97394864161,2016,,,CZ072,1,0,1
380.6257088324,2016,,,CZ080,1,0,1
1185.134363332,2016,,,CZ000,1,0,1
733.2,2013,,CZ0631,,1,0,1
1926.3,2008,,CZ0632,,1,0,1
448.5,2008,,CZ0533,,1,0,1
0,2015,,CZ0534,,1,0,1
1470.3,2008,,CZ0532,,1,0,1
451.6,2009,,CZ0532,,1,0,1
2808.69,2007,,CZ0532,,1,0,1
1618.9,2008,,CZ0525,,1,0,1
1232.97,2007,,CZ0531,,1,0,1
682.6,2010,,CZ0522,,1,0,1
1664.4,2012,,CZ0522,,1,0,1
1611.3,2013,,CZ0521,,1,0,1
2500.6,2010,,CZ0521,,1,0,1
0,2015,,CZ0513,,1,0,1
4551.9,2011,,CZ0513,,1,0,1
0,2015,,CZ0511,,1,0,1
1146.2,2012,,CZ0511,,1,0,1
251.36,2007,,CZ0511,,1,0,1
1055.9,2010,,CZ0427,,1,0,1
2248.88,2007,,CZ0426,,1,0,1
557.3,2012,,CZ0426,,1,0,1
888.2,2010,,CZ0424,,1,0,1
1662.6,2010,,CZ0411,,1,0,1
909.66,2007,,CZ0327,,1,0,1
459.5,2013,,CZ0412,,1,0,1
549.7,2009,,CZ0421,,1,0,1
677.2,2009,,CZ0413,,1,0,1
557.9,2008,,CZ0421,,1,0,1
178.3,2009,,CZ0325,,1,0,1
471.4,2008,,CZ0323,,1,0,1
1909.4,2009,,CZ0323,,1,0,1
38.7,2010,,CZ0315,,1,0,1
0,2015,,CZ0316,,1,0,1
0,2015,,CZ0314,,1,0,1
659.5,2012,,CZ0321,,1,0,1
882.1,2008,,CZ0321,,1,0,1
403,2011,,CZ0317,,1,0,1
584,2012,,CZ0313,,1,0,1
1364.3,2009,,CZ0311,,1,0,1
1903.67,2007,,CZ020B,,1,0,1
1105.8,2012,,CZ020B,,1,0,1
260,2012,,CZ0209,,1,0,1
4,2013,,CZ020A,,1,0,1
1037.7,2009,,CZ0204,,1,0,1
508.4,2010,,CZ0203,,1,0,1
0,2015,,CZ0203,,1,0,1
0,1997,,,CZ000,1,0,1
1465.4,2001,,,CZ000,1,0,1
0,1999,,,CZ010,1,0,1
1633.4,2001,,,CZ010,1,0,1
0,1996,,,CZ010,1,0,1
1133.9,2008,,,CZ072,1,0,1
0,1999,,,CZ072,1,0,1
795.7,2001,,,CZ072,1,0,1
0,1997,,,CZ071,1,0,1
0,2015,,,CZ071,1,0,1
0,2014,,,CZ071,1,0,1
0,1997,,,CZ064,1,0,1
1389.8,2003,,,CZ071,1,0,1
0,1997,,,CZ063,1,0,1
1533,2010,,,CZ064,1,0,1
2232.9,2008,,,CZ064,1,0,1
0,2014,,,CZ063,1,0,1
2688.6,2002,,,CZ053,1,0,1
1277.6,2010,,,CZ063,1,0,1
975.9,2008,,,CZ063,1,0,1
0,1997,,,CZ051,1,0,1
1157.5,2001,,,CZ051,1,0,1
1196.6,2011,,,CZ052,1,0,1
1191.2,2013,,,CZ052,1,0,1
1462.2,2006,,,CZ052,1,0,1
1109.2,2004,,,CZ052,1,0,1
0,2000,,,CZ052,1,0,1
1087.1,2009,,,CZ053,1,0,1
1522.5,2011,,,CZ053,1,0,1
0,1997,,,CZ041,1,0,1
1167.7,2001,,,CZ042,1,0,1
1153.3,2008,,,CZ051,1,0,1
0,2014,,,CZ042,1,0,1
761.1,2012,,,CZ031,1,0,1
849.6,2003,,,CZ020,1,0,1
888.4,2006,,,CZ020,1,0,1
0,1996,,,CZ020,1,0,1
0,1995,,,CZ020,1,0,1
1063.9,2001,,,CZ020,1,0,1
0,1996,,,CZ031,1,0,1
0,1995,,,CZ031,1,0,1
1577.4,2002,,,CZ032,1,0,1
2214.9,2009,,CZ0724,,1,0,1
493.9,2009,,CZ0723,,1,0,1
591.3,2010,,CZ0723,,1,0,1
366.3,2008,,CZ0722,,1,0,1
935.5,2008,,CZ0801,,1,0,1
878,2009,,CZ0802,,1,0,1
1363.96,2007,,CZ0802,,1,0,1
411.2,2013,,CZ0722,,1,0,1
1460.3,2012,,CZ0715,,1,0,1
234.3,2010,,CZ0713,,1,0,1
2046.72,2007,,CZ0714,,1,0,1
0,2015,,CZ0713,,1,0,1
248.3,2011,,CZ0713,,1,0,1
1074.8,2012,,CZ0647,,1,0,1
416.4,2012,,CZ0711,,1,0,1
561.8,2009,,CZ0645,,1,0,1
652.3,2011,,CZ0646,,1,0,1
1371.1,2013,,CZ0645,,1,0,1
514.3,2013,,CZ0641,,1,0,1
685.48,2007,,CZ0635,,1,0,1
2863.2,2012,,CZ0642,,1,0,1
161.1,2011,,CZ0643,,1,0,1
2218,2010,,CZ0805,,1,0,1
0,2015,,CZ0805,,1,0,1
362.7,2012,,CZ0804,,1,0,1
190,2011,,CZ0804,,1,0,1
697.6,2011,,CZ0806,,1,0,1
0,2015,,CZ0806,,1,0,1
661.6,2009,,CZ0533,,1,0,1
1636.3,2009,,CZ0632,,1,0,1
0,2015,,CZ0633,,1,0,1
671.9,2010,,CZ0631,,1,0,1
4053.2,2012,,CZ0632,,1,0,1
1766.9,2013,,CZ0522,,1,0,1
573.2,2009,,CZ0523,,1,0,1
1932,2009,,CZ0524,,1,0,1
1479.7,2010,,CZ0525,,1,0,1
303.9,2012,,CZ0531,,1,0,1
2929.8,2010,,CZ0531,,1,0,1
0,2015,,CZ0514,,1,0,1
568,2012,,CZ0512,,1,0,1
1278.77,2007,,CZ0512,,1,0,1
202.1,2009,,CZ0511,,1,0,1
2652.4,2010,,CZ0511,,1,0,1
175.8,2012,,CZ0423,,1,0,1
2809.3,2012,,CZ0424,,1,0,1
192.4,2008,,CZ0425,,1,0,1
1417.2,2012,,CZ0427,,1,0,1
341.3,2009,,CZ0412,,1,0,1
772.4,2012,,CZ0413,,1,0,1
950.8,2013,,CZ0413,,1,0,1
1986.4,2013,,CZ0411,,1,0,1
3240,2008,,CZ0411,,1,0,1
363.6,2011,,CZ0422,,1,0,1
529.9,2010,,CZ0421,,1,0,1
527.3,2011,,CZ0421,,1,0,1
2475.3,2008,,CZ0326,,1,0,1
2676,2013,,CZ0326,,1,0,1
518.5,2012,,CZ0327,,1,0,1
358.3,2010,,CZ0325,,1,0,1
1163.87,2007,,CZ0324,,1,0,1
459.6,2012,,CZ0317,,1,0,1
842.2,2009,,CZ0316,,1,0,1
573.9,2013,,CZ0316,,1,0,1
322.7,2009,,CZ0315,,1,0,1
7597.5,2009,,CZ0314,,1,0,1
4117.8,2008,,CZ0312,,1,0,1
568.8,2010,,CZ020C,,1,0,1
0,2010,,CZ020A,,1,0,1
446.18,2007,,CZ0209,,1,0,1
0,2015,,CZ0207,,1,0,1
0,2015,,CZ0208,,1,0,1
583.8,2011,,CZ0208,,1,0,1
75.6,2011,,CZ0206,,1,0,1
698.8,2008,,CZ0203,,1,0,1
0,2015,,CZ0204,,1,0,1
124.3,2008,,CZ0202,,1,0,1
693.55,2007,,CZ0202,,1,0,1
757.5,2013,,CZ0203,,1,0,1
1356.24,2007,,CZ0201,,1,0,1
688.2,2008,,CZ0201,,1,0,1
214.2,2009,,CZ0201,,1,0,1
101.3,2010,,CZ0201,,1,0,1
0,2015,,CZ0201,,1,0,1
0,1999,,,CZ000,1,0,1
0,2014,,,CZ000,1,0,1
0,1998,,,CZ080,1,0,1
0,2015,,,CZ010,1,0,1
1622.8,2006,,,CZ010,1,0,1
1049.9,2013,,,CZ010,1,0,1
0,2015,,,CZ080,1,0,1
0,1998,,,CZ071,1,0,1
0,1996,,,CZ071,1,0,1
0,2015,,,CZ072,1,0,1
1349.4,2006,,,CZ071,1,0,1
1306.6,2009,,,CZ071,1,0,1
1141.9,2013,,,CZ071,1,0,1
0,1996,,,CZ064,1,0,1
0,1999,,,CZ064,1,0,1
2580.9,2003,,,CZ064,1,0,1
958.2,2003,,,CZ063,1,0,1
703.4,2007,,,CZ064,1,0,1
0,1999,,,CZ053,1,0,1
0,1998,,,CZ053,1,0,1
0,2015,,,CZ063,1,0,1
791.8,2009,,,CZ063,1,0,1
1246.1,2004,,,CZ063,1,0,1
1164.2,2007,,,CZ052,1,0,1
1745.9,2006,,,CZ053,1,0,1
2206.9,2008,,,CZ053,1,0,1
1883.6,2010,,,CZ051,1,0,1
1029.6,2002,,,CZ051,1,0,1
0,2000,,,CZ051,1,0,1
0,1998,,,CZ051,1,0,1
0,2015,,,CZ052,1,0,1
1544.8,2007,,,CZ041,1,0,1
1193.1,2012,,,CZ041,1,0,1
1890.8,2003,,,CZ041,1,0,1
0,2000,,,CZ042,1,0,1
0,1995,,,CZ042,1,0,1
881,2009,,,CZ042,1,0,1
1489.4,2001,,,CZ032,1,0,1
919.9,2007,,,CZ032,1,0,1
838.5,2012,,,CZ032,1,0,1
0,2000,,,CZ031,1,0,1
0,1998,,,CZ020,1,0,1
1442.7,2011,,CZ0715,,1,0,1
1515.3,2010,,CZ0715,,1,0,1
0,2015,,CZ0722,,1,0,1
1555.6,2010,,CZ0714,,1,0,1
351.6,2009,,CZ0713,,1,0,1
444,2008,,CZ0713,,1,0,1
463.8,2013,,CZ0723,,1,0,1
2242.5,2013,,CZ0724,,1,0,1
207.7,2010,,CZ0802,,1,0,1
514.1,2010,,CZ0803,,1,0,1
620.4,2011,,CZ0803,,1,0,1
391.4,2012,,CZ0801,,1,0,1
827.56,2007,,CZ0801,,1,0,1
280.2,2013,,CZ0646,,1,0,1
1347.4,2008,,CZ0644,,1,0,1
1098.1,2011,,CZ0644,,1,0,1
347.6,2008,,CZ0647,,1,0,1
210.6,2009,,CZ0647,,1,0,1
504.1,2009,,CZ0646,,1,0,1
577.8,2013,,CZ0647,,1,0,1
529.5,2011,,CZ0711,,1,0,1
6681.7,2009,,CZ0642,,1,0,1
2254.9,2008,,CZ0641,,1,0,1
922.7,2010,,CZ0641,,1,0,1
0,2015,,CZ0635,,1,0,1
745.7,2009,,CZ0804,,1,0,1
615.9,2008,,CZ0803,,1,0,1
1020.4,2008,,CZ0100,,1,0,1
