id;title;latin_title;classes;order;description;image_src;image_alt;continents;spread_note;biotop;biotopes_note;food;food_note;proportions;reproduction;attractions;projects_note;breeding;localities_title;localities_url;
112;"Dytík úhorní";"Burhinus oedicnemus";"Ptáci (Aves)";"Dlouhokřídlí (Chardriiformes)";"Má silné žlutavé nohy a žlutočerný zobák. Nápadné jsou především velké, světlé oči, které dytíkům zajišťují vidění i za šera. Naopak zbarvení je typicky krycí, hnědavé, s hustým skvrněním. Právě díky němu unikají dytíci pozornosti i v holé krajině, kterou obývají, a přitištění k zemi mohou nerušeně trávit den odpočinkem ";"''";"''";"Evropa";"V době hnízdění nesouvisle v Evropě a v západní Asii po Indii, vzácně i na území Česka, zimuje ve Středomoří a v Africe";"travnaté území";"otevřená, obvykle suchá krajina, pobřežní duny";"bezobratlí";"hmyz a další drobní živočichové";"délka 40-46 cm, rozpětí křídel 76-88 cm, hmotnost 290–535 g";"počet vajec 1–3, inkubace 24–27 dní";"Celý život tráví na zemi a létají jen neochotně, když už ale musí vzlétnout, je jejich let prudký a rychlý. V sezení na vejcích, snášených do jednoduchého důlku v zemi, se oba rodiče střídají a společně také chrání vylíhnutá ptáčata. Ta jsou nekrmivého typu, ochmýřená a poměrně soběstačná. Již krátce po vylíhnutí pobíhají s rodiči, kteří se při jejich obraně neváhají agresivně postavit ani většímu predátorovi. ";"''";"V novodobé historii chováme dytíky úhorní od roku 2003 a od roku 2008 je rozmnožujeme. Dytíci se v zoo objevovali již dříve, ale záznamy jsou neúplné.";"Dolní část zoo";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu"
113;"Emu australský";"Dromaius novaehollandiae";"Ptáci (Aves)";"Pštrosi (Struthioniformes)";"Od ostatních běžců ho poznáte snadno podle hustě opeřeného krku. Silné nohy se třemi prsty svědčí o jeho běžeckých schopnostech – emu dokáže vyvinout rychlost téměř 50 km/h.
";"https://zoopraha.cz/images/lexikon/Emu_australsky_foto_Tomas_Adamec.jpg";"Emu australský, foto: Tomáš Adamec, Zoo Praha";"Austrálie";"''";"travnaté území";"křovinatá step";"plody";"plody, výhonky, bezobratlí";"délka těla 1,5–1,9 m, ocas nemá, hmotnost: 30–45 kg";"počet vajec 5–15, inkubace 56 dní";"O potomky se u emuů stará především otec. Sám sedí necelé dva měsíce na vejcích a po celou dobu se postí. Pruhovaná mláďata neopustí ještě nejméně další půlrok. ";"''";"Již v letech 1933−1934 žili v zoo samci Pepík a poté Pepík II. První přišel z cirkusu Kludský, druhý přes firmu Hagenbeck. Záznamy z let 1946−1974 bohužel chybějí, ale poté je zřejmé, že chov emuů trval nepřetržitě až dodnes.";"Horní část zoo";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu"
114;"Fenek";"Vulpes zerda";"Savci (Mammalia)";"Šelmy (Carnivora)";"Drobná šelma s jemnou, pískově zbarvenou srstí, velkými ušními boltci a huňatým ocasem. Samec a samice vypadají stejně.
";"https://zoopraha.cz/images/lexikon-images/fenek_1.jpg";"Fenek, foto: Tereza Mrhálková, Zoo Praha";"Afrika";"Afrika, Arábie";"poušť a polopoušť";"písčité pouště";"živá kořist";"drobní živočichové";"Délka těla 36–40 cm, délka ocasu 18–30 cm, výška v kohoutku 18–22 cm, hmotnost 1–1,5 kg";"březost 51 den, počet mláďat 2–5";"Světlá barva srsti je nejen maskuje, ale také účinně odráží sluneční paprsky. Tlapky jsou zespodu osrstěné, aby se nebořily do sypkého písku, a nápadné ušní boltce slouží jako ochlazovací výměník tepla a uvnitř jsou porostlé dlouhými chlupy, které při prudkých bouřích brání písku vniknout do zvukovodu. Díky dlouhým boltcům fenek rovněž slyší každé šustnutí a při nočním lovu mu neunikne žádný větší hmyz.";"''";"Fenkové jsou chovatelsky velmi nároční a choulostiví, a tak lze považovat za úspěch, že první jedinec, který dorazil v roce 1939 z přírody, žil v zoo celé dva roky. V 50. a 60. letech prošlo zoologickou zahradou mnoho zvířat, o jejichž dalším osudu se záznamy většinou nedochovaly. Poté se fenkové s menšími přestávkami objevovali v chovech zoo stále a v roce 1998 se podařil první zaznamenaný úspěšný odchov.";"Afrika zblízka";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka"
115;"Flétnák australský";"Gymnorhina tibicen hypoleuca";"Ptáci (Aves)";"Pěvci (Passeriformes)";"Je to středně velký pěvec s robustním tělem, silným zobákem a zlatohnědýma očima. Tělo je převážně černé, s bílými plochami pod ocasem, na šíji a na hřbetě.

 
 ";"https://zoopraha.cz/images/lexikon-images/flatn_k_australskz_3_-_Tom_A_Adamec.jpg";"Flétnák australský, foto: Tomáš Adamec, Zoo Praha";"Austrálie";"''";"tropický les";"lesnaté savany";"plody";"drobní živočichové, plody";"tělo 25 cm, ocas 14–15 cm, délka křídla 24–25 cm, hmotnost 210–360 g";"počet vajec 2–5, inkubace 21 den";"Australští flétnáci patří ve své domovině mezi jedny z nejběžnějších a nejznámějších ptáků, které lze hojně zastihnout i v městských zahradách, parcích či na golfových hřištích. Není tedy divu, že se stali maskoty hned několika místních sportovních mužstev. Svým „stračím“, černo-bílým zbarvením a svým chováním v mnohém připomínají krkavcovité pěvce, i když jim nejsou nijak blízce příbuzní. Podobně jako evropští havrani či kavky si však svou potravu shánějí na zemi, po které se pohybují krokem, a jsou nesmírně inteligentní a hraví. Žijí ve skupinách okolo 20 ptáků, které jsou velice stálé a společně si hájí území, které obývají často mnoho let. Ve větších skupinách se někteří jedinci sami nemnoží a namísto toho pomáhají s výchovou mláďat ostatních. Vyhlášený je zvukový projev flétnáků, podle kterého dostali své české jméno – dokážou napodobit celou škálu jiných druhů ptáků a také další zvuky ze svého okolí, např. štěkot psů či ržání koní. Flétnáci vytvářejí několik poddruhů lišících se rozsahem bílých a černých ploch a tělesnou velikostí. ";"''";"Chováme je od roku 2010.";"Ptačí mokřady";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady"
116;"Gaviál indický";"Gavialis gangeticus";"Plazi (Reptilia)";"Krokodýli (Crocodilia)";"Místo klasické krokodýlí tlamy má čelisti nesmírně dlouhé a úzké, oči mu výrazně vystupují a dospělí samci mají na špičce čenichu nápadný chrupavčitý výrůstek. Pinzetovitý tvar čelistí se ideálně hodí k chytání gaviálovy hlavní kořisti. 

 ";"https://zoopraha.cz/images/lexikon-images/IMG_0781.jpg";"Gaviál indický, foto: Tereza Mrhálková, Zoo Praha";"Asie";"Několik izolovaných populací v povodí řeky Gangu.";"sladké vody";"velké řeky";"ryby";"Loví výhradně ryby.";"délka těla 3–7 m, z toho ocas asi 50 %, hmotnost: 159–181 kg";"počet vajec 30–50, inkubace 72–97 dní";"Gaviálové jsou výborní plavci a mezi ostatními krokodýli v tomto ohledu nemají sobě rovné – dokonce i jejich končetiny jsou částečně zploštělé a na zadních nohách opatřené kýlem, takže jsou již na půli cesty k tomu stát se ploutvemi. K chůzi po souši se ovšem příliš nehodí, a gaviálové se proto od vody prakticky nevzdalují. Zajímavá je pokročilá péče o potomky. Samice hlídá hnízdo umístěné v říčním břehu po celou dobu inkubace vajec, vylíhnutá mláďata odvede do řeky a ještě dlouho je společně se samcem bedlivě střeží před predátory.";"''";"Pražská zoo chová od roku 2008 největší skupinu gaviálů v celé Evropě s cílem vytvořit záložní populaci pro případ kritického vývoje v přírodě. Gaviáli obývají pavilon vytvořený speciálně pro jejich potřeby. Vnitřní i venkovní expozice napodobuje prostředí velké řeky s vyhřívaným ostrůvkem.
Ochrana
Gaviál patří k nejohroženějším krokodýlům na světě. V přírodě přežívá posledních asi 200 jedinců, z toho je jen asi 20 dospělých samců. Hlavní příčinou jejich ohrožení je znečištění řek, stavba přehrad a masivní rybolov. Velký problém však představuje také nelegální těžba písku, která gaviálům ničí kladiště, a pytláctví. Posledním útočištěm gaviálů je řeka Čambal na  severu Indie, kde přežívá drtivá většina zbývající divoké populace. Ani tam by ovšem nepřežili bez trvalé pomoci. Zoo Praha proto přispívá k záchraně gaviálů v oblasti Čambalu ve spolupráci s mezinárodní organizací Gharial Conservation Alliance (GCA), podporuje terénní výzkum gaviálů a podílí se na vzdělávacích aktivitách, jejichž cílem je získat místní obyvatele pro myšlenku ochrany přírody Čambalu.";"Čambal - pavilon gaviálů";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1477-cambal-pavilon-gavialu"
117;"Gekončík východoafrický";"Holodactylus africanus";"Plazi (Reptilia)";"Šupinatí (Squamata)";"Drobný gekon s velkou hlavou a silným, tupě zakončeným ocasem. Je zbarvený v různých odstínech hnědé a béžové.
";"https://zoopraha.cz/images/lexikon/gekoncik_vychodoafricky.jpg";"Gekončík východoafrický, foto: archiv Zoo Praha";"Afrika";"východní Afrika";"poušť a polopoušť";"suché savany";"bezobratlí";"téměř výhradně všekazi";"délka do 10 cm cm, ocas max. 50 % celkové délky";"Samice klade 2 vejce s pružnou skořápkou.";"V chovech se s ním setkáme málokdy, protože se jedná o potravního specialistu. Je to pozemní druh, který se během dne ukrývá a v noci se vydává na lov.";"''";"Gekončíky chováme v pražské zoo od roku 2004 a v posledních deseti letech se nám je povedlo opakovaně rozmnožit.";"Afrika zblízka";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka"
118;"Gepard";"Acinonyx jubatus";"Savci (Mammalia)";"Šelmy (Carnivora)";"Je adaptován na život v savaně a pronásledování kořisti. Má štéhlé tělo, pružnou páteř, malou hlavu s typickou lyrovitou kresbou v obličeji, vysoké nohy a dlouhý ocas.
";"https://zoopraha.cz/images/lexikon-images/gepard_4.jpg";"Gepard, foto: Tereza Mrhálková, Zoo Praha";"Afrika";"subsaharská Afrika";"listnatý a smíšený les";"savana, buš, světlé lesy";"živá kořist";"především středně velké antilopy (gazely, impaly)";"délka těla 1,1–1,5 m, délka ocasu 90–105 cm, výška v kohoutku 70–90 cm, hmotnost 35–72 kg";"březost 90–95 dní, počet mláďat 1–8";"Dokáže zrychlit během dvou sekund z klidu na 60 km/h a na kratší vzdálenost vyvine rychlost až 110 km/h. Svou kořist štve, ale jen asi 20 % pokusů je úspěšných. Gepardí samice žijí samotářsky, samci však často vytvářejí se svými bratry celoživotní spojenectví, což je řadí k jedněm z mála alespoň částečně společenských druhů koček.  Malí gepardi mají po narození světlou vztyčenou hřívu na krku a na hřbetě. Jsou šedaví, mají nicméně typickou puntíkovanou kresbu dospělých.";"''";"
V pražské zoo chováme gepardy od roku 1933, ale mláďat jsme se dočkali teprve v roce 1972. Samice Brita se hned napoprvé projevila jako vzorná matka a v průběhu let porodila celkem 27 potomků, z nichž drtivou většinu úspěšně odchovala.
Dnes obývají gepardi expozici v dolní části zoo, hned vedle Pavilonu kočkovitých šelem. Lenivě odpočívají v trávě nebo neúnavně procházejí své teritorium po vyšlapaných cestičkách a pečlivě si ho značkují močí stejně, jako by to dělali v africké divočině. S oblibou také pozorně sledují dění v okolí, na které mají dokonalý výhled.
 
 
 ";"Dolní část zoo";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu"
119;"Gibon stříbrný";"Hylobates moloch";"Savci (Mammalia)";"Primáti (Primates)";"Má stříbřitě šedou srst a tmavošedé temeno. Samec je mnohem větší než samice, jinak se ale od ní neliší.
";"https://zoopraha.cz/images/lexikon/Gibon_Hellabrunn_2012.jpg";"Gibon stříbrný, foto: Hellabrunn";"Asie";"jihovýchodní Asie";"tropický les";"tropické vždyzelené i částečně opadavé lesy";"části rostlin";"zralé plody, v menší míře listy a květy";"hmotnost 4-9 kg";"Samice je březí 7 měsíců a rodí 1 mládě.";"Giboni působí útlým a křehkým dojmem, ve skutečnosti však mají neobyčejnou sílu v pažích. Nepotřebují ocas, protože skáčou mezi větvemi zvláštním způsobem nazývaným brachiace: vždy se zavěsí pouze prsty a s nedbalým půvabem a lehkostí se přehoupnou na další větev. Jediným skokem dokážou překonat vzdálenost až 10 m. Když se samici narodí mládě, pevně se chytí za srst a bezpečně přitisknuté k máminu břichu poletuje lesem s ní. Kromě toho dovedou giboni chodit jen po dvou, třebaže na malou vzdálenost. Vztyčí se na pokrčených nohou a přeběhnou po větvi jako provazochodci, přičemž udržují rovnováhu dlouhými pažemi. Giboni žijí v poměrně málo početných tlupách tvořených rodičovským párem a různě starými mláďaty. Jsou to mírná zvířata a k šarvátkám mezi nimi dochází jen zcela výjimečně. Každá rodinná tlupa žije ve svém teritoriu, které si označuje především hlasem. Každé zvíře má svůj typický hlas, a tak zpěv slouží nejen k označení území, ale i k udržování kontaktu mezi členy rodiny. Jako takřka všichni primáti jsou giboni denní tvorové. Noc tráví pohodlně stočeni do klubíčka vysoko v korunách stromů a s úsvitem se dávají do zpěvu. ";"''";"''";"Dolní část zoo";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu"
120;"Gorila nížinná";"Gorilla gorilla gorilla";"Savci (Mammalia)";"Primáti (Primates)";"Gorily jsou největší a nejmohutnější z lidoopů. Dospělí samci působí velice impozantně, protože mají nejen masivní svaly, ale navíc vysoký hřeben na temenní kosti, který vypadá jako přilba. Ve skutečnosti slouží k úponu žvýkacích svalů. Zbarvení srsti je převážně černé, často s hnědým nádechem na hlavě. Obličej je černý stejně jako dlaně a chodidla. Oči namířené dopředu jsou hnědé a chráněné vystouplými nadočnicovými oblouky.
";"/images/lexikon-images/gorila_Nuru_-_Tomas_Adamec__Zoo_Praha.jpg";"Gorila nížinná, foto: Tomáš Adamec, Zoo Praha";"Afrika";"rovníková Afrika";"tropický les";"nepříliš husté tropické lesy s mýtinami";"bezobratlí";"hlavně listy a výhonky, také plody a občas všeakazi nebo jiní bezobratlí";"délka těla 1,4–1,8 m, ocas nemá, hmotnost 70–275 kg";"březost 251–295 dní, počet mláďat 1";"Gorily jsou klidná a mírná zvířata a konflikty řeší nejrůznějšími postoji a hlasovými projevy, případně hrozbou. Základem jejich společenského uspořádání je rodinná tlupa vedená dominantním samcem, jenž má stříbřitě zbarvený hřbet. Ve skupině jsou i další dospělí samci (obvykle se jedná o syny vůdčího samce) a součástí rodiny jsou pochopitelně samice a mláďata v různém věku. Celá tlupa vede celkem usedlý život – zvolna se loudá svým územím a většinu času se věnuje shánění potravy. Gorily jsou převážně býložravé, a tak jí spotřebují pořádnou dávku. Během dne a v noci zvířata odpočívají v hnízdě, které si upraví z větví a listí na zemi nebo nízko ve větvích stromů.";"''";"V pražské zoo chováme gorily od roku 1963, kdy přišla první gorila nížinná – asi roční sameček Titan. Pocházel z přírody podobně jako malá Nigra, která dorazila záhy po něm. Dnes žije gorilí rodina ve vlastním pavilonu v dolní části areálu, kde se také v roce 2004 narodilo vůbec první gorilí mládě v českých zoo – slavná samička Moja. Ta už sice žije v jiné zoo a sama se stala matkou, seznámit se zde však můžete s dalšími gorilími osobnostmi. Je to především statný samec Richard, zasloužilá matka Kijivu nebo „babička“ Kamba. V příštích letech je ale čeká stěhování do nových prostor v bezpečnější části areálu mimo záplavové území.
Ochrana
Gorilám hrozí v přírodě úplné zhroucení populací. Deštné lesy, ve kterých žijí, totiž závratnou rychlostí mizí z důvodu těžby dřeva a surovin (např. pro výrobu mobilních telefonů). Do narušeného lesa se navíc snáze dostanou pytláci, kteří tyto mírné lidoopy loví pro žádané maso. O to důležitější jsou aktivity na ochranu goril v přírodě, které patří již řadu let k prioritám pražské zoo.";"Pavilon goril";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/2364-pavilon-goril"
121;"Guanako";"Lama guanicoe";"Savci (Mammalia)";"Sudokopytníci (Artiodactyla)";"Má pískově hnědou, hustou a jemnou srst, která ji dokonale chrání před chladem a maskuje na suchých vysokohorských pampách a polopouštích.
";"https://zoopraha.cz/images/lexikon/lama_guanako.jpg";"Lama guanako, foto: archiv Zoo Praha";"Jižní Amerika";"od severního Peru na jih po Ohňovou zemi";"hory";"suché vysokohorské pampy a polopouště";"části rostlin";"tráva, byliny, listy";"délka těla 190–230 cm, délka ocasu 15–24 cm, výška v kohoutku 100–120 cm, hmotnost 60–120 kg";"Samice je březí 335–360 dní a rodí 1 mládě.";"Jejím zdomácněním vznikla lama krotká. Hustá a jemná srst ji dokonale chrání před chladem a maskuje na suchých vysokohorských pampách a polopouštích. Dospělí samci guanak si hájí teritorium, které je tak velké, aby uživilo nejen je, ale i několik samic s mláďaty. V nebezpečí spoléhají lamy především na rychlé nohy. Pokud však dojde na vnitrodruhové potyčky, zachovávají lamy jako většina živočichů určitý rituál. Nejprve vetřelci imponují a hrozí a snaží se ho zahnat. Když se to nepovede, dochází k fyzickým soubojům. Tyto souboje mají rovněž podobu rituálů – u velbloudovitých velmi kuriózních. Teprve až jako poslední možnost přicházejí ke slovu kopání a kousání, což jsou zároveň i obranné prostředky proti predátorům. Soupeři po sobě plivou a jsou schopni se neuvěřitelně přesně trefit na vzdálenost 2–3 m.";"Kdysi bývaly tyto lamy běžné, kvůli pronásledování a konkurenci s domácími zvířaty však jejich stavy výrazně klesly.";"První guanaka jsou v pražské zoo zaznamenána z let 1945−1948, o jejich osudu však žádné podrobnosti neznáme. Víme jen, že první evidované mládě se narodilo v roce 1948, další v roce 1953. V roce 1967 se narodila samička, která dostala jméno Bába a stala se v podstatě zakladatelkou chovu, protože přivedla na svět několik mláďat a uhynula až v roce 1985.";"Horní část zoo";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu"
122;"Gueréza pláštíková";"Colobus guereza";"Savci (Mammalia)";"Primáti (Primates)";"Půvabné guerézy pláštíkové si vysloužily jméno podle delších bílých chlupů na plecích a na hřbetě. Kromě toho mají dlouhý huňatý bílý ocas a bíle lemovaný černý obličej. Na rukou mají zakrnělý palec.
";"https://zoopraha.cz/images/lexikon/gueréza_pláštíková_1.jpg";"Gueréza pláštíková, foto: archiv Zoo Praha";"Afrika";"rovníková Afrika";"listnatý a smíšený les";"různé druhy lesů a lesnatá savana do výšky 3 300 m n. m.";"části rostlin";"hlavně listy, příležitostněvě též plody";"délka těla 45–70 cm, délka ocasu 52–90 cm, hmotnost 5,4–14,5 kg";"březost 6 měsíců, počet mláďat 1";"Jsou to vysloveně stromové opice, které v různě početných skupinách vysedávají na větvích s ocasem svěšeným dolů a pečlivě otrhávají mladé listy a výhonky. Aby guerézy dokázaly strávit tuhou a málo výživnou potravu, mají trojdílný žaludek. Dokáže pojmout až třetinu celkové hmotnosti zvířete a navíc v něm žijí symbiotické baktérie, které nejen štěpí celulózu, ale také neutralizují jedovaté látky, které mohou být v listech obsažené. . V případě nebezpečí prchají guerézy rychlým během po větvích a z jedné na druhou se přemisťují dlouhými skoky, při kterých jim ocas slouží jako kormidlo. Guerézy jsou společenská a celkem klidná zvířata a v jejich volně uspořádaných tlupách, jejichž jádro tvoří vzájemně příbuzné samice, dochází k potyčkám jen málokdy. Jednotliví členové se svolávají táhlým pokřikem. Doba rozmnožování sice není přesně ohraničená, ale většina samic rodí tak, aby byla mláďata odstavena v době největší hojnosti potravy. Mláďata gueréz pláštíkových jsou po narození bílá a mají krátkou srst. Matka nosí svého potomka na hrudi, později ho vozí na hřbetě. ";"''";"První guerézy chované v pražské zoo pocházely z volné přírody. Bylo to v roce 1969. První mláďata se sice narodila již v roce 1971, ale skutečně úspěšný odchov jsme zaznamenali v roce 1973. V letech 1999, kdy byl zbourán starý pavilon opic, až 2004 nastala v chovu přestávka. V závěru roku 2004 přišla samice Lomela a v roce 2005 pak samice Lucie a samec Katanga, kteří osídlili jeden z Opičích ostrovů a v zoo je najdete i dnes. V Praze také žijí tři se sedmi mláďat, kterých jsme se v této skupině zatím dočkali.";"Vodní svět a opičí ostrovy";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1456-vodni-svet-a-opici-ostrovy"
123;"Gundi saharský";"Ctenodactylus gundi";"Savci (Mammalia)";"Hlodavci (Rodentia)";"Gundi saharský má kompaktní tělo, krátké nohy, velké oči a malé boltce. Kůže vypadá jako příliš velká a vytváří záhyby. Pískově zbarvená srst je velmi jemná. Samec a samice vypadají stejně.
";"https://zoopraha.cz/images/lexikon-images/0016-0885.jpg";"Gundi saharský, foto: Rostislav Stach";"Afrika";"severní Afrika - jihovýchodní Maroko, jižní Alžírsko, Tunisko, Libye";"kamenité stepi a polopouště";"skalnaté pouště";"části rostlin";"části rostlin";"délka těla 16–20 cm, délka ocasu 1–2 cm, hmotnost 175–195 g";"březost 73 dní, počet mláďat 1–4";"Gundiové jsou velice společenští, rodí velká osrstěná mláďata, a pokud se cítí ohrožení a nemají kam utéct, přitisknou se co nejvíc k podkladu, ztuhnou a zadrží dech, aby nebyli nápadní. Jsou to rychlá a mrštná zvířata, která dovedou při sebemenším náznaku nebezpečí bleskově zmizet do nejbližšího úkrytu a s lehkostí zdolávají i téměř kolmé skalní stěny. Dva prsty na zadních tlapkách mají gundiové opatřené tuhými štětinami, které jim slouží jako hřebínek k čištění srsti. Jsou aktivní ráno a navečer, kdy se vydávají na výpravy za potravou. Mohou urazit až kilometr. Nepotřebují pít, protože vodu získávají z potravy. Tito drobní hlodavci jsou známí především mezi parazitology: právě u gundiho saharského byl v 19. století poprvé objeven krevní parazit způsobující toxoplazmózu (kterou si v Česku spojujeme spíše s kočkami), a následně dostal podle gundiho jméno Toxoplasma gundi. 
";"''";"Gundie chováme od roku 2008, první mládě se narodilo (a bylo odchováno) v roce 2009.";"Afrika zblízka";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka"
124;"Hadilov písař";"Sagittarius serpentarius";"Ptáci (Aves)";"Dravci (Falconiformes)";"Hadilov je prakticky nezaměnitelný. Má dlouhé nohy, štíhlé tělo, převážně šedobílé zbarvení a na hlavě prodloužená pera, která při načepýření vypadají jako brky za uchem středověkého písaře. Mladé ptáky lze od dospělých snadno poznat podle žlutě zbarvené kůže hlavy, zatímco dospělí jedinci ji mají červenou.
";"https://zoopraha.cz/images/lexikon-images/hadilov_pisar_1.jpg";"Hadilov písař, foto: archiv Zoo Praha";"Afrika";"subsaharská Afrika";"travnaté území";"savana, buš";"živá kořist";"bezobratlí a malí obratlovci včetně jedovatých hadů";"délka těla 71–80 cm, ocas 54–70 cm, rozpětí křídel 212 cm,hmotnost 2,3–4,3 kg";"počet vajec 2, inkubace 42–46 dní";"Pokud byste čekali, až začne hadilov majestátně kroužit ve vzduchu, aby si vyhlédl kořist, byli byste zklamáni. Ačkoliv létat umí, při lovu si tento obyvatel afrických savan rozvážně vykračuje (denně tak urazí 10–20 km). . V letu ho uvidíte spíše během námluv, nebo při krátkém přemisťování do větví akácií, kde tráví noc a hnízdí. Samec se samicí žijí v trvalém svazku a společně si hájí své teritorium. Oba se také podílejí na odchovu obvykle dvou mláďat. Mohutné hnízdo, široké přes dva metry, je umístěno ve větvích pět až sedm metrů nad zemí. ";"''";"''";"Horní část zoo";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu"
125;"Hoko přilbový";"Pauxi pauxi";"Ptáci (Aves)";"Hrabaví (Galliformes)";"Má zavalité tělo, malou hlavu a poměrně dlouhý ocas. Nad čelem má oblou rohovinou přilbu modravé barvy. Vytváří dvě barevné formy. Běžnější je téměř celá černá, s kovovým leskem a bílou spodinou těla a špičkou ocasu. Někdy je samice rezavá, s černou hlavou a  tmavým skvrněním. Na hrudi jsou pera prodloužená a tvoří pláštík.

 
 
 ";"https://zoopraha.cz/images/lexikon-images/hoko_prilbovy_srgb-9001_-_Tomas_Adamec.jpg";"Hoko přilbový, foto: Tomáš Adamec, Zoo Praha";"Jižní Amerika";"východní Andy – Venezuela a Kolumbie";"tropický les";"horské mlžné lesy v polohách 500−2 200 m n. m.";"rostliny i živočichové";"semena, plody, hmyz, malí obratlovci";"délka 80−100 cm, z toho ocas 30,4−36,2 cm, délka křídla 36,3−42,7 cm, hmotnost 2,6−3,6 kg";"počet vajec 1–2, inkubace 28–32 dny";"Zdržuje se v hloubi lesa na strmých srázech a v roklích. Je aktivní ve dne, kdy páry nebo malé rodinné skupinky pátrají na zemi po potravě. V nebezpečí a na noc vylétá do korun stromů. Zajímavý je tok, při kterém samec láká samici tím, že jí nabízí v zobáku potravu. O mláďata pečují oba rodiče.";"Hoko přilbový je v Červeném seznamu IUCN zařazen v kategorii zranitelných druhů Početní stavy klesají především v důsledku lovu pro maso i rohovinovou přilbu a ztráty přirozeného prostředí.";"Chováme je od roku 2012.";"Dolní část zoo";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu"
126;"Holub nikobarský";"Caloenas nicobarica";"Ptáci (Aves)";"Měkkozobí (Columbiformes)";"Patří k nejkrásněji zbarveným holubů. Je poměrně velký, základní zbarvení je popelavě šedé, na hřbetě a křídlech s kovovým leskem v odstínech zelené, modré a rezavé barvy. Prodloužená pera na krku splývají a tvoří jakýsi pláštík. Krátký ocas je bílý, nohy šedé a prsty červené. Samice má bílou duhovku, zatímco samec a mláďata ji mají hnědou.
";"https://zoopraha.cz/images/lexikon/holub_nikobarsky.jpg";"Holub nikobarský, foto: archiv Zoo Praha";"Asie";"jihovýchodní Asie a tichomořské ostrovy po Papuu Novou Guineu";"tropický les";"lesy do 700 m n. m., mangrove";"plody";"semena, plody, bezobratlí";"délka těla 40 cm, hmotnost 460-600 g";"Snáší 1–2 vejce, doba inkubace  je17–19 dnů.";"Je nejbližším žijícím příbuzným nelétavého doda, i když na to vůbec nevypadá. Během dne přeletuje v menších hejnech a hledá potravu, kterou sbírá většinou na zemi. Je monogamní, páry jsou většinou trvalé. Hnízdí na menších a klidnějších ostrovech. V tuto dobu vytváří až tisícové kolonie.
Holubi patří do řádu měkkozobých. Mají totiž neobvykle jemnou horní čelist zobáku a jen jeho špička je skutečně tvrdá. Jsou to býložraví ptáci, jejichž hlavní potravou jsou semena a plody. Ačkoliv se to může zdát při pohledu na české druhy překvapivé, mnoho tropických holubů vyniká pestrými barvami, kterými se mohou směle měřit s papoušky. U specializovaných chovatelů proto patří mezi žádané okrasné ptáky do voliér. Všichni měkkozobí, tedy nejen holubi, ale také jejich štíhlejší příbuzné hrdličky a mohutní pozemní korunáči, se vyznačují několika zvláštnostmi. Především nemají mazovou žlázu u kořene ocasu, a tak si peří „pudrují“ jemnými částečkami, které vznikají odrolením z prachového peří. Druhou zvláštností je tzv. holubí mléko. Mláďata jsou totiž po narození bezmocná a rodiče je krmí tvarohovitou hmotou, která se jim tvoří ve voleti. Holubi také pijí jinak než většina ostatních ptáků – ponoří zobák do vody a sají, zatímco většina ptáků vodu nabere, zvedne hlavu a nechá ji stékat do krku.";"''";"V zoo je chováme od roku 1969, ale první odchovy se podařily až v roce 2000.";"Dolní část zoo";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu"
